z_mm,outer_radius_mm,inner_radius_mm
61.25000000000001,71.88627439068341,32
61.66666666666667,72.03734449270509,32
62.083333333333336,72.18841459472678,32
62.5,72.33948469674844,32
62.91666666666668,72.49055479877012,32
63.333333333333336,72.6416249007918,32
63.75,72.79269500281347,32
64.16666666666667,72.94376510483517,32
64.58333333333334,73.09483520685683,32
65.0,73.2459053088785,32
65.41666666666667,73.39697541090018,32
65.83333333333334,73.54804551292186,32
66.25,73.69911561494354,32
66.66666666666667,73.85018571696521,32
67.08333333333334,74.00125581898689,32
67.5,74.15232592100857,32
67.91666666666667,74.30339602303023,32
68.33333333333334,74.45446612505192,32
68.75,74.6055362270736,32
69.16666666666667,74.75660632909528,32
69.58333333333334,74.90767643111695,32
70.0,75.05874653313863,32
70.41666666666667,75.20981663516031,32
70.83333333333333,75.36088673718199,32
71.25000000000001,75.51195683920368,32
71.66666666666667,75.66302694122534,32
72.08333333333333,75.81409704324702,32
72.50000000000001,75.9651671452687,32
72.91666666666667,76.11623724729037,32
73.33333333333333,76.26730734931205,32
73.75000000000001,76.41837745133373,32
74.16666666666667,76.5694475533554,32
74.58333333333333,76.72051765537708,32
75.00000000000001,76.87158775739876,32
75.41666666666667,77.02265785942043,32
75.83333333333334,77.17372796144211,32
76.25,77.32479806346379,32
76.66666666666667,77.47586816548547,32
77.08333333333334,77.62693826750713,32
77.5,77.77800836952882,32
77.91666666666667,77.9290784715505,32
78.33333333333334,78.08014857357217,32
78.75,78.23121867559385,32
79.16666666666667,78.38228877761553,32
79.58333333333334,78.5333588796372,32
80.0,78.68442898165888,32
80.41666666666667,78.83549908368056,32
80.83333333333334,78.98656918570224,32
81.25,79.13763928772391,32
81.66666666666667,79.28870938974558,32
82.08333333333334,79.43977949176727,32
82.5,79.59084959378895,32
82.91666666666667,79.74191969581062,32
83.33333333333334,79.8929897978323,32
83.75,80.04405989985398,32
84.16666666666667,80.19513000187564,32
84.58333333333334,80.34620010389733,32
85.0,80.49727020591901,32
85.41666666666667,80.64834030794069,32
85.83333333333334,80.79941040996236,32
86.25000000000001,80.95048051198403,32
86.66666666666667,81.10155061400572,32
87.08333333333333,81.2526207160274,32
87.50000000000001,81.40369081804907,32
87.91666666666667,81.55476092007075,32
88.33333333333333,81.70583102209241,32
88.75000000000001,81.8569011241141,32
89.16666666666667,82.00797122613578,32
