profile,equivalent_throat_diameter_m,mouth_diameter_m,length_m,body_diameter_m,body_length_m,outer_throat_diameter_mm,radial_gap_mm,throat_area_cm2,compression_ratio,ripple_db,mean_spl_db,spl_7000_db,level_7000_relative_mid_db,max_excursion_mm,max_throat_speed_m_s,max_input_power_w
os,0.076,0.21,0.3,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,6.490541537843214,105.00228827040502,102.26598239993419,-3.2556790444814396,0.0850192698237465,0.4528318031040464,1.4724775540302693
conical,0.076,0.21,0.25,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,6.5528106946572535,104.49302598660726,102.66153817581298,-2.0493464398982297,0.092838221365177,0.4593488161500177,1.472573547736892
exponential,0.076,0.28,0.25,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,6.602326725604755,106.42588727555419,104.61746916325401,-2.597204911572277,0.11439847466445094,0.4755764415987291,1.471696069761112
conical,0.076,0.245,0.2,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,6.643746851444902,105.02450402260999,103.88666158291727,-1.2235561980868113,0.129281676371507,0.5345775321874229,1.4730362854014605
conical,0.076,0.245,0.3,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,6.735216969876234,105.34691159457995,103.72971620591166,-2.097946037608523,0.10331443327124039,0.5059536278900341,1.4724770400583485
hyperbolic,0.076,0.21,0.3,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,6.767940963796832,105.0761466142438,102.1219964812729,-3.2759329223345333,0.08068158566490748,0.4440357744091058,1.4753731044961478
conical,0.076,0.28,0.25,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,6.852425356531967,105.94880254409509,104.84007194832124,-1.6585821625519372,0.11581009553086424,0.47991128066008526,1.4734955874164042
exponential,0.076,0.21,0.2,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,6.965648030302447,104.48941291736999,102.58130876197083,-2.0468816245545867,0.11982819206039741,0.4979539251087432,1.4711821835257812
hyperbolic,0.076,0.28,0.3,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,7.020033576174882,107.00909617967639,104.16300755249709,-3.7269913982754446,0.08374416795317266,0.3545163352825193,1.4744561243053123
conical,0.076,0.21,0.3,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,7.108276492199096,104.4616733271024,102.60055459703976,-2.1781128709477287,0.10740041026735753,0.5265278617488524,1.4709692035840394
hyperbolic,0.076,0.21,0.25,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,7.158539684611853,104.98308920852887,102.16192639344307,-3.37201564219815,0.09040308905163662,0.3819020056860101,1.4740907884668584
os,0.076,0.32,0.3,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,7.172575887686193,107.5479051841486,105.21199529139393,-4.06730899911112,0.10353891351055751,0.4313270999390239,1.4666829906016945
conical,0.06,0.18,0.25,0.064,0.1,87.72684879784524,11.863424398922614,28.274333882308138,4.597809467099199,7.181835090266745,104.56188915569288,102.67880146743866,-2.1194954533562083,0.08380436673123653,0.6869253521263277,1.4641293454478876
conical,0.076,0.28,0.3,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,7.209722593852064,106.0604778753034,104.7603144529431,-1.9556778959729257,0.10312024590510166,0.49757214192323435,1.4730058864028208
conical,0.076,0.18,0.2,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,7.23964556876912,103.49726008356642,101.41523603294814,-1.8334955182629784,0.11278105324123837,0.47019859293597205,1.4688638198993025
conical,0.076,0.18,0.25,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,7.276555944671202,103.61593385830722,101.33047334210808,-2.424391747221577,0.08590451089164164,0.4841522041231364,1.4762383015290887
conical,0.076,0.28,0.2,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,7.377540756225898,105.59253607297539,104.92764300211782,-0.983467213351048,0.1352395751289888,0.5577450637904083,1.4740856125907362
exponential,0.076,0.18,0.25,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,7.436021931584278,103.7449822676703,101.23815525548716,-2.6924026952758737,0.08116641883205356,0.4688406888773694,1.476328383662748
exponential,0.076,0.18,0.3,0.064,0.1,99.35793878699377,17.678969393496885,45.36459791783661,2.8656707204911904,7.437436189726057,103.67515326915603,101.15830882494676,-2.7826124138157837,0.10909100111317381,0.5429483726540009,1.47191652529084
